id,base_id,text,sentiment,pattern_type
positive_33_emoji_reinforce,positive_33,agent ne detail me sab samjhaya bohot accha laga 😄,positive,emoji_reinforce
positive_33_shorthand_emoji,positive_33,agent ne detail me sab samjhaya bhot accha laga 😄,positive,shorthand_emoji
positive_33_stress_emoji,positive_33,agent ne detail me sab samjhaya bohot accha laggga 😄,positive,stress_emoji
positive_34_clean,positive_34,payment options kaafi convenient h ab,positive,clean
positive_34_shorthand,positive_34,payment options kaafi convenient h ab,positive,shorthand
positive_34_typo,positive_34,payment options kafai convenient h ab,positive,typo
positive_34_punctuation,positive_34,payment options kaafi convenient h ab!,positive,punctuation
positive_34_stress,positive_34,payment options kaaaafi convenient h ab,positive,stress
positive_34_shorthand_typo,positive_34,payment optinos kaafi convenient h ab,positive,shorthand_typo
positive_34_code_mix,positive_34,"just saying, payment options kaafi convenient h ab",positive,code_mix
positive_34_emoji_reinforce,positive_34,payment options kaafi convenient h ab ❤️,positive,emoji_reinforce
positive_34_shorthand_emoji,positive_34,payment options kaafi convenient h ab ❤️,positive,shorthand_emoji
positive_34_stress_emoji,positive_34,payment options kaaaafi convenient h ab ❤️,positive,stress_emoji
positive_35_clean,positive_35,cancellation bina kisi extra fee ke ho gya,positive,clean
positive_35_shorthand,positive_35,cancellation bina kisi extra fee ke ho gya,positive,shorthand
positive_35_typo,positive_35,cancellation bina kisi extar fee ke ho gya,positive,typo
positive_35_punctuation,positive_35,cancellation bina kisi extra fee ke ho gya!,positive,punctuation
positive_35_stress,positive_35,cancellllation bina kisi extra fee ke ho gya,positive,stress
positive_35_shorthand_typo,positive_35,cancelaltion bina kisi extra fee ke ho gya,positive,shorthand_typo
positive_35_code_mix,positive_35,"seriously, cancellation bina kisi extra fee ke ho gya",positive,code_mix
positive_35_emoji_reinforce,positive_35,cancellation bina kisi extra fee ke ho gya ❤️,positive,emoji_reinforce
positive_35_shorthand_emoji,positive_35,cancellation bina kisi extra fee ke ho gya ❤️,positive,shorthand_emoji
positive_35_stress_emoji,positive_35,cancellllation bina kisi extra fee ke ho gya ❤️,positive,stress_emoji
positive_36_clean,positive_36,app notifications bilkul timely h,positive,clean
positive_36_shorthand,positive_36,app notifications blkl timely h,positive,shorthand
positive_36_typo,positive_36,app notifications biklul timely h,positive,typo
positive_36_punctuation,positive_36,app notifications bilkul timely h!,positive,punctuation
positive_36_stress,positive_36,app notifications bilkkkul timely h,positive,stress
positive_36_shorthand_typo,positive_36,app notifications bkll timely h,positive,shorthand_typo
positive_36_code_mix,positive_36,"literally, app notifications bilkul timely h",positive,code_mix
positive_36_emoji_reinforce,positive_36,app notifications bilkul timely h 👍,positive,emoji_reinforce
positive_36_shorthand_emoji,positive_36,app notifications blkl timely h 👍,positive,shorthand_emoji
positive_36_stress_emoji,positive_36,app notifications bilkkkul timely h 👍,positive,stress_emoji
positive_37_clean,positive_37,refund process ekdum transparent tha,positive,clean
positive_37_shorthand,positive_37,refund process ekdum transparent tha,positive,shorthand
positive_37_typo,positive_37,refund rpocess ekdum transparent tha,positive,typo
positive_37_punctuation,positive_37,refund process ekdum transparent tha!,positive,punctuation
positive_37_stress,positive_37,refund procccess ekdum transparent tha,positive,stress
positive_37_shorthand_typo,positive_37,refund process ekdum rtansparent tha,positive,shorthand_typo
positive_37_code_mix,positive_37,"literally, refund process ekdum transparent tha",positive,code_mix
positive_37_emoji_reinforce,positive_37,refund process ekdum transparent tha 😄,positive,emoji_reinforce
positive_37_shorthand_emoji,positive_37,refund process ekdum transparent tha 😄,positive,shorthand_emoji
positive_37_stress_emoji,positive_37,refund procccess ekdum transparent tha 😄,positive,stress_emoji
positive_38_clean,positive_38,courier bohot fast tha expected se pehle aaya,positive,clean
positive_38_shorthand,positive_38,courier bhot fast tha expected se pehle aaya,positive,shorthand
positive_38_typo,positive_38,couirer bohot fast tha expected se pehle aaya,positive,typo
positive_38_punctuation,positive_38,courier bohot fast tha expected se pehle aaya!,positive,punctuation
positive_38_stress,positive_38,courier bohot fassst tha expected se pehle aaya,positive,stress
positive_38_shorthand_typo,positive_38,courier bhot fast tha expected se phele aaya,positive,shorthand_typo
positive_38_code_mix,positive_38,"honestly, courier bohot fast tha expected se pehle aaya",positive,code_mix
positive_38_emoji_reinforce,positive_38,courier bohot fast tha expected se pehle aaya ❤️,positive,emoji_reinforce
positive_38_shorthand_emoji,positive_38,courier bhot fast tha expected se pehle aaya ❤️,positive,shorthand_emoji
positive_38_stress_emoji,positive_38,courier bohot fassst tha expected se pehle aaya ❤️,positive,stress_emoji
positive_39_clean,positive_39,customer support ne turant callback diya,positive,clean
positive_39_shorthand,positive_39,customer support ne turant callback diya,positive,shorthand
positive_39_typo,positive_39,custmoer support ne turant callback diya,positive,typo
positive_39_punctuation,positive_39,customer support ne turant callback diya!,positive,punctuation
positive_39_stress,positive_39,customer supppport ne turant callback diya,positive,stress
positive_39_shorthand_typo,positive_39,customer support ne turant callback dyia,positive,shorthand_typo
positive_39_code_mix,positive_39,"just saying, customer support ne turant callback diya",positive,code_mix
positive_39_emoji_reinforce,positive_39,customer support ne turant callback diya 😊,positive,emoji_reinforce
positive_39_shorthand_emoji,positive_39,customer support ne turant callback diya 😊,positive,shorthand_emoji
positive_39_stress_emoji,positive_39,customer supppport ne turant callback diya 😊,positive,stress_emoji
positive_40_clean,positive_40,return pickup time pe ho gya,positive,clean
positive_40_shorthand,positive_40,return pickup time pe ho gya,positive,shorthand
positive_40_typo,positive_40,return pickup tiem pe ho gya,positive,typo
positive_40_punctuation,positive_40,return pickup time pe ho gya!,positive,punctuation
positive_40_stress,positive_40,retuuurn pickup time pe ho gya,positive,stress
positive_40_shorthand_typo,positive_40,return pikcup time pe ho gya,positive,shorthand_typo
positive_40_code_mix,positive_40,"just saying, return pickup time pe ho gya",positive,code_mix
positive_40_emoji_reinforce,positive_40,return pickup time pe ho gya 😊,positive,emoji_reinforce
positive_40_shorthand_emoji,positive_40,return pickup time pe ho gya 😊,positive,shorthand_emoji
positive_40_stress_emoji,positive_40,retuuurn pickup time pe ho gya 😊,positive,stress_emoji
positive_41_clean,positive_41,flight crew bohot friendly the,positive,clean
positive_41_shorthand,positive_41,flight crew bhot friendly the,positive,shorthand
positive_41_typo,positive_41,flight rcew bohot friendly the,positive,typo
positive_41_punctuation,positive_41,flight crew bohot friendly the!,positive,punctuation
positive_41_stress,positive_41,fliggght crew bohot friendly the,positive,stress
positive_41_shorthand_typo,positive_41,flight crew bhot frienldy the,positive,shorthand_typo
positive_41_code_mix,positive_41,"actually, flight crew bohot friendly the",positive,code_mix
positive_41_emoji_reinforce,positive_41,flight crew bohot friendly the 😊,positive,emoji_reinforce
positive_41_shorthand_emoji,positive_41,flight crew bhot friendly the 😊,positive,shorthand_emoji
positive_41_stress_emoji,positive_41,fliggght crew bohot friendly the 😊,positive,stress_emoji
positive_42_clean,positive_42,cab driver ne clean gaadi rakhi thi,positive,clean
positive_42_shorthand,positive_42,cab driver ne clean gaadi rakhi thi,positive,shorthand
positive_42_typo,positive_42,cab driver ne clean gadai rakhi thi,positive,typo
positive_42_punctuation,positive_42,cab driver ne clean gaadi rakhi thi!,positive,punctuation
positive_42_stress,positive_42,cab driver ne clean gaadi rakhi thhhi,positive,stress
positive_42_shorthand_typo,positive_42,cab driver ne lcean gaadi rakhi thi,positive,shorthand_typo
positive_42_code_mix,positive_42,"seriously, cab driver ne clean gaadi rakhi thi",positive,code_mix
positive_42_emoji_reinforce,positive_42,cab driver ne clean gaadi rakhi thi 👍,positive,emoji_reinforce
positive_42_shorthand_emoji,positive_42,cab driver ne clean gaadi rakhi thi 👍,positive,shorthand_emoji
positive_42_stress_emoji,positive_42,cab driver ne clean gaadi rakhi thhhi 👍,positive,stress_emoji
positive_43_clean,positive_43,hotel checkin bina kisi wait ke ho gya,positive,clean
positive_43_shorthand,positive_43,hotel checkin bina kisi wait ke ho gya,positive,shorthand
positive_43_typo,positive_43,hotel checkin bina kiis wait ke ho gya,positive,typo
positive_43_punctuation,positive_43,hotel checkin bina kisi wait ke ho gya!,positive,punctuation
positive_43_stress,positive_43,hotel checkin bina kisssi wait ke ho gya,positive,stress
positive_43_shorthand_typo,positive_43,hoetl checkin bina kisi wait ke ho gya,positive,shorthand_typo
positive_43_code_mix,positive_43,"literally, hotel checkin bina kisi wait ke ho gya",positive,code_mix
positive_43_emoji_reinforce,positive_43,hotel checkin bina kisi wait ke ho gya ❤️,positive,emoji_reinforce
positive_43_shorthand_emoji,positive_43,hotel checkin bina kisi wait ke ho gya ❤️,positive,shorthand_emoji
positive_43_stress_emoji,positive_43,hotel checkin bina kisssi wait ke ho gya ❤️,positive,stress_emoji
positive_44_clean,positive_44,order confirmation turant mil gya,positive,clean
positive_44_shorthand,positive_44,order confirmation turant mil gya,positive,shorthand
positive_44_typo,positive_44,order ocnfirmation turant mil gya,positive,typo
positive_44_punctuation,positive_44,order confirmation turant mil gya!,positive,punctuation
positive_44_stress,positive_44,order confirmation turaaant mil gya,positive,stress
positive_44_shorthand_typo,positive_44,order confirmtaion turant mil gya,positive,shorthand_typo
positive_44_code_mix,positive_44,"just saying, order confirmation turant mil gya",positive,code_mix
positive_44_emoji_reinforce,positive_44,order confirmation turant mil gya 🙌,positive,emoji_reinforce
positive_44_shorthand_emoji,positive_44,order confirmation turant mil gya 🙌,positive,shorthand_emoji
positive_44_stress_emoji,positive_44,order confirmation turaaant mil gya 🙌,positive,stress_emoji
positive_45_clean,positive_45,app ka UI bohot intuitive h ab,positive,clean
positive_45_shorthand,positive_45,app ka UI bhot intuitive h ab,positive,shorthand
positive_45_typo,positive_45,app ka UI bohto intuitive h ab,positive,typo
positive_45_punctuation,positive_45,app ka UI bohot intuitive h ab!,positive,punctuation
positive_45_stress,positive_45,app ka UI bohhhot intuitive h ab,positive,stress
positive_45_shorthand_typo,positive_45,app ka UI bhot inutitive h ab,positive,shorthand_typo
positive_45_code_mix,positive_45,"honestly, app ka UI bohot intuitive h ab",positive,code_mix
positive_45_emoji_reinforce,positive_45,app ka UI bohot intuitive h ab 👍,positive,emoji_reinforce
positive_45_shorthand_emoji,positive_45,app ka UI bhot intuitive h ab 👍,positive,shorthand_emoji
positive_45_stress_emoji,positive_45,app ka UI bohhhot intuitive h ab 👍,positive,stress_emoji
positive_46_clean,positive_46,bill breakdown bohot clear tha,positive,clean
positive_46_shorthand,positive_46,bill breakdown bhot clear tha,positive,shorthand
positive_46_typo,positive_46,bill breakdown bhoot clear tha,positive,typo
positive_46_punctuation,positive_46,bill breakdown bohot clear tha!,positive,punctuation
positive_46_stress,positive_46,bill breakdown bohhhot clear tha,positive,stress
positive_46_shorthand_typo,positive_46,bill breakdown bhto clear tha,positive,shorthand_typo
positive_46_code_mix,positive_46,"literally, bill breakdown bohot clear tha",positive,code_mix
positive_46_emoji_reinforce,positive_46,bill breakdown bohot clear tha 😊,positive,emoji_reinforce
positive_46_shorthand_emoji,positive_46,bill breakdown bhot clear tha 😊,positive,shorthand_emoji
positive_46_stress_emoji,positive_46,bill breakdown bohhhot clear tha 😊,positive,stress_emoji
positive_47_clean,positive_47,subscription benefits jaisa bola tha waisa hi mila,positive,clean
positive_47_shorthand,positive_47,subscription benefits jaisa bola tha waisa hi mila,positive,shorthand
positive_47_typo,positive_47,subscription benefits jaisa bola tha waisa hi imla,positive,typo
positive_47_punctuation,positive_47,subscription benefits jaisa bola tha waisa hi mila!,positive,punctuation
positive_47_stress,positive_47,subscription benefits jaisa bollla tha waisa hi mila,positive,stress
positive_47_shorthand_typo,positive_47,subscription benefits jiasa bola tha waisa hi mila,positive,shorthand_typo
positive_47_code_mix,positive_47,"actually, subscription benefits jaisa bola tha waisa hi mila",positive,code_mix
positive_47_emoji_reinforce,positive_47,subscription benefits jaisa bola tha waisa hi mila 😄,positive,emoji_reinforce
positive_47_shorthand_emoji,positive_47,subscription benefits jaisa bola tha waisa hi mila 😄,positive,shorthand_emoji
positive_47_stress_emoji,positive_47,subscription benefits jaisa bollla tha waisa hi mila 😄,positive,stress_emoji
positive_48_clean,positive_48,delivery update har step pe milta raha,positive,clean
positive_48_shorthand,positive_48,delivery update har step pe milta rha,positive,shorthand
positive_48_typo,positive_48,delivery upadte har step pe milta raha,positive,typo
positive_48_punctuation,positive_48,delivery update har step pe milta raha!,positive,punctuation
positive_48_stress,positive_48,delivery update haaar step pe milta raha,positive,stress
positive_48_shorthand_typo,positive_48,delivery update har setp pe milta rha,positive,shorthand_typo
positive_48_code_mix,positive_48,"honestly, delivery update har step pe milta raha",positive,code_mix
positive_48_emoji_reinforce,positive_48,delivery update har step pe milta raha 😊,positive,emoji_reinforce
positive_48_shorthand_emoji,positive_48,delivery update har step pe milta rha 😊,positive,shorthand_emoji
positive_48_stress_emoji,positive_48,delivery update haaar step pe milta raha 😊,positive,stress_emoji
positive_49_clean,positive_49,exchange bina kisi extra cost ke ho gya,positive,clean
positive_49_shorthand,positive_49,exchange bina kisi extra cost ke ho gya,positive,shorthand
positive_49_typo,positive_49,exchange bina kiis extra cost ke ho gya,positive,typo
positive_49_punctuation,positive_49,exchange bina kisi extra cost ke ho gya!,positive,punctuation
positive_49_stress,positive_49,exchaaange bina kisi extra cost ke ho gya,positive,stress
positive_49_shorthand_typo,positive_49,ecxhange bina kisi extra cost ke ho gya,positive,shorthand_typo
positive_49_code_mix,positive_49,"seriously, exchange bina kisi extra cost ke ho gya",positive,code_mix
positive_49_emoji_reinforce,positive_49,exchange bina kisi extra cost ke ho gya 🙌,positive,emoji_reinforce
positive_49_shorthand_emoji,positive_49,exchange bina kisi extra cost ke ho gya 🙌,positive,shorthand_emoji
positive_49_stress_emoji,positive_49,exchaaange bina kisi extra cost ke ho gya 🙌,positive,stress_emoji
positive_50_clean,positive_50,support agent ne extra mile jaake help ki,positive,clean
positive_50_shorthand,positive_50,support agent ne extra mile jaake help ki,positive,shorthand
positive_50_typo,positive_50,support agent ne extra mile jaaek help ki,positive,typo
positive_50_punctuation,positive_50,support agent ne extra mile jaake help ki!,positive,punctuation
positive_50_stress,positive_50,support agent ne extttra mile jaake help ki,positive,stress
positive_50_shorthand_typo,positive_50,support agent ne etxra mile jaake help ki,positive,shorthand_typo
positive_50_code_mix,positive_50,"just saying, support agent ne extra mile jaake help ki",positive,code_mix
positive_50_emoji_reinforce,positive_50,support agent ne extra mile jaake help ki ❤️,positive,emoji_reinforce
positive_50_shorthand_emoji,positive_50,support agent ne extra mile jaake help ki ❤️,positive,shorthand_emoji
positive_50_stress_emoji,positive_50,support agent ne extttra mile jaake help ki ❤️,positive,stress_emoji
positive_51_clean,positive_51,payment turant process ho gya bina delay ke,positive,clean
positive_51_shorthand,positive_51,payment turant process ho gya bina delay ke,positive,shorthand
positive_51_typo,positive_51,pamyent turant process ho gya bina delay ke,positive,typo
positive_51_punctuation,positive_51,payment turant process ho gya bina delay ke!,positive,punctuation
positive_51_stress,positive_51,payment turant process ho gyyya bina delay ke,positive,stress
positive_51_shorthand_typo,positive_51,paymnet turant process ho gya bina delay ke,positive,shorthand_typo
positive_51_code_mix,positive_51,"seriously, payment turant process ho gya bina delay ke",positive,code_mix
positive_51_emoji_reinforce,positive_51,payment turant process ho gya bina delay ke 😄,positive,emoji_reinforce
positive_51_shorthand_emoji,positive_51,payment turant process ho gya bina delay ke 😄,positive,shorthand_emoji
positive_51_stress_emoji,positive_51,payment turant process ho gyyya bina delay ke 😄,positive,stress_emoji
positive_52_clean,positive_52,order tracking link turant mil gya,positive,clean
positive_52_shorthand,positive_52,order tracking link turant mil gya,positive,shorthand
positive_52_typo,positive_52,oredr tracking link turant mil gya,positive,typo
positive_52_punctuation,positive_52,order tracking link turant mil gya!,positive,punctuation
positive_52_stress,positive_52,order tracking link turant mil gyyya,positive,stress
positive_52_shorthand_typo,positive_52,order tracking link truant mil gya,positive,shorthand_typo
positive_52_code_mix,positive_52,"literally, order tracking link turant mil gya",positive,code_mix
positive_52_emoji_reinforce,positive_52,order tracking link turant mil gya 😄,positive,emoji_reinforce
positive_52_shorthand_emoji,positive_52,order tracking link turant mil gya 😄,positive,shorthand_emoji
positive_52_stress_emoji,positive_52,order tracking link turant mil gyyya 😄,positive,stress_emoji
positive_53_clean,positive_53,hotel room upgrade bina extra charge ke mil gya,positive,clean
positive_53_shorthand,positive_53,hotel room upgrade bina extra charge ke mil gya,positive,shorthand
positive_53_typo,positive_53,hotel room upgrade bina extra charge ke mil gya,positive,typo
positive_53_punctuation,positive_53,hotel room upgrade bina extra charge ke mil gya!,positive,punctuation
positive_53_stress,positive_53,hotel room upgrrrade bina extra charge ke mil gya,positive,stress
positive_53_shorthand_typo,positive_53,htoel room upgrade bina extra charge ke mil gya,positive,shorthand_typo
positive_53_code_mix,positive_53,"actually, hotel room upgrade bina extra charge ke mil gya",positive,code_mix
positive_53_emoji_reinforce,positive_53,hotel room upgrade bina extra charge ke mil gya 😄,positive,emoji_reinforce
positive_53_shorthand_emoji,positive_53,hotel room upgrade bina extra charge ke mil gya 😄,positive,shorthand_emoji
positive_53_stress_emoji,positive_53,hotel room upgrrrade bina extra charge ke mil gya 😄,positive,stress_emoji
positive_54_clean,positive_54,cab fare bilkul fair tha,positive,clean
positive_54_shorthand,positive_54,cab fare blkl fair tha,positive,shorthand
positive_54_typo,positive_54,cab fare blikul fair tha,positive,typo
positive_54_punctuation,positive_54,cab fare bilkul fair tha!,positive,punctuation
positive_54_stress,positive_54,cab fare bilkkkul fair tha,positive,stress
positive_54_shorthand_typo,positive_54,cab fare bkll fair tha,positive,shorthand_typo
positive_54_code_mix,positive_54,"literally, cab fare bilkul fair tha",positive,code_mix
positive_54_emoji_reinforce,positive_54,cab fare bilkul fair tha 👍,positive,emoji_reinforce
positive_54_shorthand_emoji,positive_54,cab fare blkl fair tha 👍,positive,shorthand_emoji
positive_54_stress_emoji,positive_54,cab fare bilkkkul fair tha 👍,positive,stress_emoji
positive_55_clean,positive_55,flight rebooking bohot smoothly ho gyi,positive,clean
positive_55_shorthand,positive_55,flight rebooking bhot smoothly ho gyi,positive,shorthand
positive_55_typo,positive_55,lfight rebooking bohot smoothly ho gyi,positive,typo
positive_55_punctuation,positive_55,flight rebooking bohot smoothly ho gyi!,positive,punctuation
positive_55_stress,positive_55,flight rebooking bohot smoottthly ho gyi,positive,stress
positive_55_shorthand_typo,positive_55,flight rebooking bhot smoohtly ho gyi,positive,shorthand_typo
positive_55_code_mix,positive_55,"seriously, flight rebooking bohot smoothly ho gyi",positive,code_mix
positive_55_emoji_reinforce,positive_55,flight rebooking bohot smoothly ho gyi ❤️,positive,emoji_reinforce
positive_55_shorthand_emoji,positive_55,flight rebooking bhot smoothly ho gyi ❤️,positive,shorthand_emoji
positive_55_stress_emoji,positive_55,flight rebooking bohot smoottthly ho gyi ❤️,positive,stress_emoji
positive_56_clean,positive_56,app ka search feature bohot accurate h,positive,clean
positive_56_shorthand,positive_56,app ka search feature bhot accurate h,positive,shorthand
positive_56_typo,positive_56,app ka search feature bohot cacurate h,positive,typo
positive_56_punctuation,positive_56,app ka search feature bohot accurate h!,positive,punctuation
positive_56_stress,positive_56,app ka search feattture bohot accurate h,positive,stress
positive_56_shorthand_typo,positive_56,app ka search feature bhto accurate h,positive,shorthand_typo
positive_56_code_mix,positive_56,"seriously, app ka search feature bohot accurate h",positive,code_mix
positive_56_emoji_reinforce,positive_56,app ka search feature bohot accurate h 👍,positive,emoji_reinforce
positive_56_shorthand_emoji,positive_56,app ka search feature bhot accurate h 👍,positive,shorthand_emoji
positive_56_stress_emoji,positive_56,app ka search feattture bohot accurate h 👍,positive,stress_emoji
positive_57_clean,positive_57,delivery boy ne call karke confirm kiya,positive,clean
positive_57_shorthand,positive_57,delivery boy ne call karke confirm kiya,positive,shorthand
positive_57_typo,positive_57,delivery boy ne call karke ocnfirm kiya,positive,typo
positive_57_punctuation,positive_57,delivery boy ne call karke confirm kiya!,positive,punctuation
positive_57_stress,positive_57,delivery boy ne callll karke confirm kiya,positive,stress
positive_57_shorthand_typo,positive_57,delviery boy ne call karke confirm kiya,positive,shorthand_typo
positive_57_code_mix,positive_57,"seriously, delivery boy ne call karke confirm kiya",positive,code_mix
positive_57_emoji_reinforce,positive_57,delivery boy ne call karke confirm kiya ❤️,positive,emoji_reinforce
positive_57_shorthand_emoji,positive_57,delivery boy ne call karke confirm kiya ❤️,positive,shorthand_emoji
positive_57_stress_emoji,positive_57,delivery boy ne callll karke confirm kiya ❤️,positive,stress_emoji
positive_58_clean,positive_58,refund amount bilkul sahi tha,positive,clean
positive_58_shorthand,positive_58,refund amount blkl sahi tha,positive,shorthand
positive_58_typo,positive_58,refund maount bilkul sahi tha,positive,typo
positive_58_punctuation,positive_58,refund amount bilkul sahi tha!,positive,punctuation
positive_58_stress,positive_58,refund amount bilkul sahhhi tha,positive,stress
positive_58_shorthand_typo,positive_58,refund amuont blkl sahi tha,positive,shorthand_typo
positive_58_code_mix,positive_58,"just saying, refund amount bilkul sahi tha",positive,code_mix
positive_58_emoji_reinforce,positive_58,refund amount bilkul sahi tha 👍,positive,emoji_reinforce
positive_58_shorthand_emoji,positive_58,refund amount blkl sahi tha 👍,positive,shorthand_emoji
positive_58_stress_emoji,positive_58,refund amount bilkul sahhhi tha 👍,positive,stress_emoji
positive_59_clean,positive_59,subscription cancel karne pe koi hidden charge nahi laga,positive,clean
positive_59_shorthand,positive_59,subscription cancel karne pe koi hidden charge nhi laga,positive,shorthand
positive_59_typo,positive_59,subscription cancel karne pe koi hidden charge nahi laga,positive,typo
positive_59_punctuation,positive_59,subscription cancel karne pe koi hidden charge nahi laga!,positive,punctuation
positive_59_stress,positive_59,subscription cancel karne pe koooi hidden charge nahi laga,positive,stress
positive_59_shorthand_typo,positive_59,subscripiton cancel karne pe koi hidden charge nhi laga,positive,shorthand_typo
positive_59_code_mix,positive_59,"literally, subscription cancel karne pe koi hidden charge nahi laga",positive,code_mix
positive_59_emoji_reinforce,positive_59,subscription cancel karne pe koi hidden charge nahi laga 😊,positive,emoji_reinforce
positive_59_shorthand_emoji,positive_59,subscription cancel karne pe koi hidden charge nhi laga 😊,positive,shorthand_emoji
positive_59_stress_emoji,positive_59,subscription cancel karne pe koooi hidden charge nahi laga 😊,positive,stress_emoji
positive_60_clean,positive_60,overall experience bohot satisfying raha,positive,clean
positive_60_shorthand,positive_60,overall experience bhot satisfying rha,positive,shorthand
positive_60_typo,positive_60,overall experience bohot satisfynig raha,positive,typo
positive_60_punctuation,positive_60,overall experience bohot satisfying raha!,positive,punctuation
positive_60_stress,positive_60,overrrall experience bohot satisfying raha,positive,stress
positive_60_shorthand_typo,positive_60,overall xeperience bhot satisfying rha,positive,shorthand_typo
positive_60_code_mix,positive_60,"just saying, overall experience bohot satisfying raha",positive,code_mix
positive_60_emoji_reinforce,positive_60,overall experience bohot satisfying raha 😄,positive,emoji_reinforce
positive_60_shorthand_emoji,positive_60,overall experience bhot satisfying rha 😄,positive,shorthand_emoji
positive_60_stress_emoji,positive_60,overrrall experience bohot satisfying raha 😄,positive,stress_emoji
negative_01_clean,negative_01,service bohot kharab h bilkul bhi acha nahi,negative,clean
negative_01_shorthand,negative_01,service bhot kharab h blkl bhi acha nhi,negative,shorthand
negative_01_typo,negative_01,service bohot kharab h bilkul bhi ahca nahi,negative,typo
negative_01_punctuation,negative_01,service bohot kharab h bilkul bhi acha nahi...,negative,punctuation
negative_01_stress,negative_01,service bohot kharab h bilkul bhhhi acha nahi,negative,stress
negative_01_shorthand_typo,negative_01,serivce bhot kharab h blkl bhi acha nhi,negative,shorthand_typo
negative_01_code_mix,negative_01,"seriously, service bohot kharab h bilkul bhi acha nahi",negative,code_mix
negative_01_emoji_reinforce,negative_01,service bohot kharab h bilkul bhi acha nahi 💔,negative,emoji_reinforce
negative_01_shorthand_emoji,negative_01,service bhot kharab h blkl bhi acha nhi 💔,negative,shorthand_emoji
negative_01_stress_emoji,negative_01,service bohot kharab h bilkul bhhhi acha nahi 💔,negative,stress_emoji
negative_02_clean,negative_02,order 5 din late aaya bohot ganda experience,negative,clean
negative_02_shorthand,negative_02,order 5 din late aaya bhot ganda experience,negative,shorthand
negative_02_typo,negative_02,order 5 din late aaya bohot ganda experience,negative,typo
negative_02_punctuation,negative_02,order 5 din late aaya bohot ganda experience...,negative,punctuation
negative_02_stress,negative_02,order 5 din late aaya bohot ganda experiiience,negative,stress
negative_02_shorthand_typo,negative_02,ordre 5 din late aaya bhot ganda experience,negative,shorthand_typo
negative_02_code_mix,negative_02,"just saying, order 5 din late aaya bohot ganda experience",negative,code_mix
negative_02_emoji_reinforce,negative_02,order 5 din late aaya bohot ganda experience 😤,negative,emoji_reinforce
negative_02_shorthand_emoji,negative_02,order 5 din late aaya bhot ganda experience 😤,negative,shorthand_emoji
negative_02_stress_emoji,negative_02,order 5 din late aaya bohot ganda experiiience 😤,negative,stress_emoji
negative_03_clean,negative_03,support wale reply hi nahi krte kisi ka,negative,clean
negative_03_shorthand,negative_03,support wale reply hi nhi krte kisi ka,negative,shorthand
negative_03_typo,negative_03,support wale reply hi naih krte kisi ka,negative,typo
negative_03_punctuation,negative_03,support wale reply hi nahi krte kisi ka...,negative,punctuation
negative_03_stress,negative_03,support wale reply hi nahi krttte kisi ka,negative,stress
negative_03_shorthand_typo,negative_03,support wale rpely hi nhi krte kisi ka,negative,shorthand_typo
negative_03_code_mix,negative_03,"honestly, support wale reply hi nahi krte kisi ka",negative,code_mix
negative_03_emoji_reinforce,negative_03,support wale reply hi nahi krte kisi ka 😤,negative,emoji_reinforce
negative_03_shorthand_emoji,negative_03,support wale reply hi nhi krte kisi ka 😤,negative,shorthand_emoji
negative_03_stress_emoji,negative_03,support wale reply hi nahi krttte kisi ka 😤,negative,stress_emoji
negative_04_clean,negative_04,item bilkul kharab quality ka nikla,negative,clean
negative_04_shorthand,negative_04,item blkl kharab quality ka nikla,negative,shorthand
negative_04_typo,negative_04,item iblkul kharab quality ka nikla,negative,typo
negative_04_punctuation,negative_04,item bilkul kharab quality ka nikla...,negative,punctuation
negative_04_stress,negative_04,item bilkul kharab quality ka nikkkla,negative,stress
negative_04_shorthand_typo,negative_04,item blkl kharba quality ka nikla,negative,shorthand_typo
negative_04_code_mix,negative_04,"seriously, item bilkul kharab quality ka nikla",negative,code_mix
negative_04_emoji_reinforce,negative_04,item bilkul kharab quality ka nikla 💔,negative,emoji_reinforce
negative_04_shorthand_emoji,negative_04,item blkl kharab quality ka nikla 💔,negative,shorthand_emoji
negative_04_stress_emoji,negative_04,item bilkul kharab quality ka nikkkla 💔,negative,stress_emoji
negative_05_clean,negative_05,refund abhi tak nahi mila bohot frustrating h,negative,clean
negative_05_shorthand,negative_05,refund abi tak nhi mila bhot frustrating h,negative,shorthand
negative_05_typo,negative_05,refund abhi tak nahi mlia bohot frustrating h,negative,typo
negative_05_punctuation,negative_05,refund abhi tak nahi mila bohot frustrating h...,negative,punctuation
negative_05_stress,negative_05,refund abhi taaak nahi mila bohot frustrating h,negative,stress
negative_05_shorthand_typo,negative_05,refund abi tak nhi mila boht frustrating h,negative,shorthand_typo
negative_05_code_mix,negative_05,"just saying, refund abhi tak nahi mila bohot frustrating h",negative,code_mix
negative_05_emoji_reinforce,negative_05,refund abhi tak nahi mila bohot frustrating h 😤,negative,emoji_reinforce
negative_05_shorthand_emoji,negative_05,refund abi tak nhi mila bhot frustrating h 😤,negative,shorthand_emoji
negative_05_stress_emoji,negative_05,refund abhi taaak nahi mila bohot frustrating h 😤,negative,stress_emoji
negative_06_clean,negative_06,app baar baar crash ho jata h,negative,clean
negative_06_shorthand,negative_06,app baar baar crash ho jata h,negative,shorthand
negative_06_typo,negative_06,app baar baar carsh ho jata h,negative,typo
negative_06_punctuation,negative_06,app baar baar crash ho jata h...,negative,punctuation
